bookID,average_rating,isbn13,  num_pages,ratings_count,text_reviews_count
6173,4.21,9780140296617,194,101.0,10
6174,4.32,9780684826806,187,29099.0,900
6175,4.29,9780684826356,230,1269.0,67
6176,4.4,9780349100470,170,3542.0,169
6180,3.92,9780140188929,192,601.0,34
6182,4.11,9780312423674,640,104.0,5
6184,3.85,9780140620122,279,2155.0,182
6192,3.84,9780143036371,220,61545.0,3916
6194,3.94,9780140283358,152,18097.0,1029
6197,3.69,9780691070896,136,1930.0,139
6198,3.79,9780140265668,166,3162.0,183
6200,3.79,9780142002001,176,4931.0,261
6207,3.84,9780140275650,198,2976.0,207
6216,4.15,9780141181288,402,2116.0,164
6217,4.28,9780143039167,1144,7210.0,926
6218,4.21,9780679752738,304,496.0,51
6219,4.29,9780141182353,366,1803.0,146
6220,4.02,9780141180410,305,3831.0,473
6221,4.15,9780394752938,384,167.0,30
6222,3.79,9781586420505,330,549.0,42
6224,4.19,9781586420215,406,48.0,9
6226,4.18,9780141180205,161,848.0,79
6227,4.23,9780679755548,240,349.0,18
6230,4.4,9780679755524,288,275.0,19
6240,3.88,9780099273844,156,1552.0,144
6245,3.88,9780099273868,336,539.0,33
6253,3.91,9780099474548,320,79.0,16
6259,4.09,9780679776819,483,57513.0,2306
6273,4.34,9780811201322,192,3151.0,106
6286,3.71,9780449001967,368,688.0,46
6288,3.97,9780307265432,241,606433.0,34301
6290,4.18,9780415253895,272,258.0,23
6291,4.19,9780786940752,346,6274.0,78
6293,3.96,9781566917667,964,448.0,21
6294,4.29,9780064410342,329,161582.0,9026
6295,4.13,9780872863101,56,85143.0,1284
6296,4.04,9780425183311,400,262.0,32
6297,4.51,9781421500492,256,2874.0,76
6298,4.22,9780061137457,208,180.0,28
6302,4.35,9781933615097,312,193.0,7
6310,4.13,9780142403884,176,558799.0,7239
6311,4.33,9780140311259,89,2760.0,47
6316,3.86,9780142404201,40,12.0,2
6326,4.39,9780307264909,850,346.0,43
6329,4.43,9780670036653,448,2143.0,65
6332,4.01,9780142302279,32,4075.0,121
6334,3.82,9781400078776,288,380646.0,22957
6335,3.82,9780676977110,288,1177.0,163
6339,3.82,9781415916292,10,323.0,120
6340,4.3,9780967967578,326,118.0,13
6341,4.28,9780226071367,178,29.0,3
6342,4.58,9781589880085,378,20.0,2
6343,4.42,9781589880191,435,10.0,1
6346,4.04,9780941051699,118,94.0,12
6360,4.16,9781589880290,144,31.0,4
6366,3.88,9780061134234,336,1226.0,120
6367,3.81,9780060595364,384,1614.0,167
6388,3.84,9780385504218,522,2780.0,334
6407,3.98,9780451206701,208,37.0,2
6414,4.05,9781401903091,128,469.0,30
6418,3.6,9780060598808,228,10637.0,474
6419,3.72,9780312306342,164,47315.0,1446
6422,4.17,9780312966973,313,117541.0,2502
6424,4.16,9780312980146,337,103618.0,1820
6425,4.17,9780312983864,326,101730.0,1878
6426,3.68,9780060584030,312,22251.0,671
6438,4.25,9780316919890,353,722.0,110
6440,3.75,9780140436587,541,73757.0,1571
6441,3.96,9781587172489,56,178.0,22
6459,3.73,9780425132647,244,30.0,5
6460,4.27,9781596980204,424,242.0,37
6462,3.92,9781400032532,320,32978.0,1112
6466,4.08,9781557091031,30,835.0,113
6475,4.18,9780978605261,1200,694.0,63
6480,3.43,9780192836014,463,69.0,8
6482,3.83,9780192831873,528,354.0,37
6483,3.7,9780375760600,576,26.0,1
6505,3.59,9781573229623,384,895.0,78
6511,4.02,9780571202119,167,253.0,15
6524,3.86,9780312010447,192,2152.0,155
6526,3.65,9780399153938,511,23107.0,1295
6527,3.41,9780399153624,212,422.0,47
6528,3.68,9780425210277,453,23630.0,842
6530,3.78,9780425204207,401,25822.0,729
6534,4.02,9780743477154,342,193117.0,2123
6536,4.29,9780765191120,822,476.0,16
6537,4.04,9780425204696,383,46084.0,614
6539,4.05,9780425201442,351,57415.0,920
6540,3.78,9780143058328,11,46.0,8
6541,3.93,9780425213384,356,38823.0,625
6542,4.16,9780060791216,0,202.0,1
6543,3.41,9780425214763,289,10084.0,598
6544,4.16,9780743255813,672,30.0,2
6545,3.88,9780345487018,324,4278.0,178
6546,3.89,9780345467324,384,3721.0,236
6549,4.22,9780743470797,192,2762.0,214
6550,4.73,9783865211392,156,144.0,8
6551,3.78,9780142437292,371,16550.0,813
6552,3.75,9780449006535,384,2756.0,142
6553,3.98,9780345490643,384,4889.0,221
6556,3.93,9780553560275,393,10824.0,185
6557,3.76,9780449002414,432,2699.0,90
6562,3.84,9780553284119,416,10047.0,152
6568,4.1,9780449227947,97,932.0,24
6572,3.91,9780440182931,378,28001.0,301
6588,3.99,9780446610223,400,42096.0,945
6595,3.8,9780505521798,359,123.0,6
6611,3.55,9780307345974,263,1166.0,112
6613,2.82,9780802138255,256,23409.0,877
6614,3.41,9780786887071,496,37514.0,780
6615,3.41,9780786893966,532,422.0,48
6618,4.3,9781402718618,224,3510.0,510
6619,4.17,9780671631987,395,2207.0,271
6624,4.2,9781401302429,197,1409.0,168
6625,4.13,9781416510871,352,12509.0,340
6628,3.94,9780143037231,383,27137.0,1885
6635,3.82,9780062510266,161,1844.0,171
6640,3.55,9781586857721,168,330.0,48
6644,2.88,9780452284487,320,3602.0,295
6654,4.22,9780006281146,384,52.0,2
6655,4.07,9780451208637,895,3127.0,205
6656,4.07,9780679433132,798,86527.0,2004
6657,4.28,9781414309354,355,9043.0,424
6658,3.73,9780141009056,160,180.0,27
6659,3.64,9780786932726,191,803.0,8
6660,4.18,9780883682791,208,1164.0,154
6667,4.1,9780141311401,176,45253.0,1934
6668,3.78,9780142302453,32,13986.0,525
6670,3.68,9780141311296,67,23558.0,1092
6671,4.14,9780375814235,240,15116.0,663
6677,3.44,9781593074968,56,511.0,65
6678,4.08,9780141311425,209,17327.0,992
6680,4.04,9780882896458,640,307.0,23
6689,4.01,9780375814242,146,328542.0,4733
6690,4.09,9780375814259,224,46753.0,1672
6691,3.89,9780140055771,208,8170.0,620
6693,4.05,9780375822070,96,83723.0,2503
6694,3.82,9780140568196,32,17232.0,713
6708,4.13,9781577314806,229,159883.0,7012
6721,3.58,9781587671562,97,67.0,8
6745,4.03,9780743440172,311,7.0,0
6748,4.25,9780316925280,353,27674.0,2030
6749,4.07,9780316010764,329,10633.0,701
6751,4.23,9780316156110,343,32876.0,2406
6753,3.86,9780349111889,273,18335.0,1155
6763,3.42,9781580402514,301,33.0,4
6764,3.85,9780071428484,228,297.0,33
6781,4.06,9780764119729,392,23.0,2
6793,4.12,9780684857084,512,5305.0,341
6794,4.02,9780340822784,529,6985.0,957
6795,3.38,9780385336956,368,1748.0,260
6800,3.45,9780345476630,311,234.0,77
6810,4.01,9780452276963,336,308.0,20
6815,3.75,9780764134289,480,34.0,6
6819,4.05,9780375724503,426,20880.0,1728
6823,3.74,9780748702558,288,179.0,4
6838,4.08,9780743484183,480,11676.0,341
6851,4.0,9780451212924,368,4208.0,298
6854,4.15,9780312966096,321,125114.0,2883
6855,3.67,9780060598877,234,11968.0,387
6856,3.7,9780060598822,219,12152.0,449
6857,4.31,9780743216395,1016,2983.0,168
6858,4.19,9780312976279,336,108961.0,2082
6862,3.43,9780385494243,208,35998.0,2445
6866,3.43,9781400016082,288,6.0,0
6869,3.58,9780385497527,263,8285.0,543
6870,3.63,9780099481249,245,30776.0,1515
6871,3.44,9780385494328,149,7938.0,490
6872,3.41,9780679749844,128,11116.0,836
6876,3.57,9780373836932,279,7.0,1
6896,3.28,9788497935883,304,5.0,0
6899,4.1,9780307275639,192,5541.0,498
6902,4.1,9780785930730,209,3.0,1
6903,3.86,9780974412184,252,89.0,2
6904,3.7,9781890208288,228,22.0,2
6905,4.27,9780472080526,272,22.0,2
6919,3.75,9780761316435,32,4.0,0
6925,4.15,9780060898717,9,61.0,11
6932,3.7,9781580087940,382,4171.0,161
6937,4.14,9781401911836,240,21.0,1
6952,3.95,9780552995870,222,283199.0,4997
6953,3.95,9780739334195,0,121.0,33
6954,3.95,9780785731238,248,11.0,2
6956,4.06,9780679736882,447,4246.0,195
6969,4.0,9780141439587,474,549271.0,11117
6970,3.99,9780425212592,294,1335.0,59
6971,3.88,9780805242164,368,30.0,7
6974,3.68,9780425205037,312,1221.0,66
6976,3.13,9780143036692,368,68363.0,5816
6980,3.95,9780061144905,253,572.0,70
6981,4.13,9780061144899,240,2366.0,231
6984,4.3,9781594710643,125,782.0,76
6987,3.86,9780393062687,320,1033.0,171
6988,3.71,9780743482714,247,458.0,66
6992,3.98,9780552152181,368,153.0,14
6994,3.71,9780312148232,352,169.0,29
7003,3.88,9780007177844,512,25.0,2
7006,4.02,9781411400429,352,9.0,2
7007,3.89,9780764587252,192,38.0,3
7009,3.94,9780451526960,162,2167.0,101
7010,3.94,9781932219241,3,62.0,6
7011,3.94,9780198321507,102,126.0,7
7015,3.94,9780198320210,99,14.0,3
7023,4.08,9780439405621,224,9175.0,157
7027,4.1,9780439405607,203,9256.0,196
7034,4.08,9781400075706,256,1070.0,73
7035,3.98,9781400031368,227,33028.0,1493
7037,4.08,9781419311741,10,133.0,23
7041,4.02,9780375422188,198,480.0,28
7045,3.72,9780394735306,1090,317.0,55
7048,4.05,9781595820631,81,475.0,37
7050,3.74,9784770027726,238,46.0,5
7052,4.06,9780375422720,227,386.0,37
7053,4.08,9780375422713,233,22026.0,912
7054,3.96,9783485009027,238,11.0,3
7055,3.98,9783485009607,240,2.0,2
7058,4.07,9780375422737,213,20290.0,974
7061,3.78,9781400034772,235,208669.0,9489
7062,3.76,9780375758232,368,12356.0,941
7064,3.91,9781557130662,397,8.0,1
7071,3.34,9780345441300,222,1113.0,60
7076,3.83,9780517146545,718,304.0,8
7078,3.99,9780839731948,240,11.0,4
7086,4.08,9780345323880,216,49.0,5
7089,3.77,9780590997300,170,3856.0,119
7090,4.11,9780316491976,293,5480.0,438
7092,4.17,9780252062292,282,273.0,21
7093,4.33,9781842122914,558,1552.0,33
7101,3.82,9780618056811,326,5290.0,321
7102,4.1,9782070766031,1344,9.0,1
7103,4.03,9780618056835,464,2090.0,123
7104,4.0,9780618056828,400,2185.0,137
7113,3.6,9780786838943,410,805.0,108
7118,4.32,9780192835093,1054,235.0,26
7119,4.36,9780872201934,128,210.0,14
7126,4.25,9780140449266,1276,647271.0,14249
7127,4.25,9780743487559,620,193.0,26
7131,4.25,9780375760303,1462,9921.0,586
7135,4.32,9780553212167,1072,1022.0,154
7138,4.21,9780451530066,560,2041.0,183
7139,3.86,9780465014873,590,112.0,4
7140,3.83,9780805060164,240,69.0,11
7141,3.72,9780764586552,128,30.0,0
7142,3.92,9780915144990,129,1.0,0
7144,4.21,9780143058144,671,483122.0,10265
7150,4.21,9780393096330,690,34.0,5
7154,3.87,9780761929949,272,37.0,2
7160,4.08,9780385264587,412,363.0,41
7182,3.8,9780140448924,246,10208.0,598
7186,3.99,9780192836380,256,15211.0,411
7188,3.93,9780140449778,546,292.0,23
7197,3.89,9780812969634,448,1172.0,70
7199,4.09,9780060586379,848,11330.0,1011
7201,4.1,9780312997113,800,16264.0,621
7208,3.75,9780767902809,291,1036.0,171
7214,3.9,9780785263708,243,96614.0,3718
7220,4.05,9780143036401,302,1284.0,169
7230,4.26,9780232521023,100,8024.0,317
7231,4.2,9781594710872,219,122.0,11
7240,4.07,9780727891624,252,102.0,10
7244,4.06,9780060786502,546,613758.0,19846
7246,4.06,9780571201754,616,1390.0,187
7252,3.76,9780060539092,592,10537.0,806
7260,4.16,9780312319731,448,1171.0,135
7263,3.99,9780345478252,251,4698.0,202
7264,4.22,9781590525937,603,4180.0,104
7266,3.76,9781585361618,40,20.0,5
7268,3.75,9781569714881,225,298.0,8
7269,3.92,9780878937202,585,37.0,1
7271,4.59,9781559636629,496,16.0,2
7277,3.33,9781405122498,307,3.0,0
7286,4.58,9780964991507,191,38.0,2
7304,4.13,9780062516374,221,66.0,7
7315,3.68,9780743222631,480,72.0,4
7321,3.68,9780785812142,390,36.0,0
7331,4.25,9780618512652,111,7043.0,767
7332,3.92,9780618391110,386,166136.0,4750
7336,4.08,9780618057023,288,9057.0,312
7337,3.99,9780345345066,251,4200.0,145
7338,3.79,9781887726092,323,39.0,2
7339,3.93,9780261102637,240,3441.0,78
7340,4.14,9780618391103,80,7649.0,31
7341,4.09,9780664226107,169,577.0,67
7342,4.17,9780261102200,465,102.0,5
7343,3.71,9780618574810,398,6230.0,109
7344,4.01,9781587680267,244,1354.0,53
7347,3.83,9780345375216,367,10727.0,203
7348,4.05,9780007105045,150,2357.0,97
7351,4.47,9780618260225,192,8051.0,34
7352,3.76,9780345215505,211,13.0,0
7353,4.5,9781402516276,56,151.0,16
7360,3.92,9780679643418,388,983.0,79
7361,4.07,9780140364545,238,155.0,10
7366,4.14,9780156031448,358,7633.0,975
7370,4.0,9781930051157,128,15.0,4
7375,4.37,9780471468851,452,660.0,92
7388,4.23,9780671624972,304,134.0,12
7389,3.97,9780785113799,144,24754.0,859
7393,3.33,9780373194865,192,3.0,0
7400,3.6,9780263181494,285,0.0,0
7415,4.19,9780300062908,636,26.0,2
7420,3.77,9780879757458,248,100.0,3
7422,4.27,9780520240582,907,3.0,0
7430,3.54,9780805077810,258,61.0,10
7432,4.09,9780312426217,359,23318.0,1704
7437,3.46,9780802140180,289,65998.0,2497
7439,3.46,9780007204441,289,509.0,65
7444,3.97,9780965079921,943,299.0,14
7445,4.27,9780743247542,288,808656.0,46176
7453,3.62,9781416916321,250,389.0,37
7454,4.01,9780743456814,160,86.0,6
7477,3.63,9780375502262,563,39.0,12
7480,3.58,9780375704536,246,4630.0,272
7482,3.63,9780099458265,793,3541.0,274
7493,3.93,9780375705243,290,37996.0,1631
7494,4.17,9780446611084,289,131662.0,4267
7501,3.68,9780349107868,634,87.0,7
7503,3.68,9783442755004,728,6.0,1
7505,4.06,9780553587241,448,8113.0,234
7510,3.84,9780446612548,356,74386.0,1674
7512,4.2,9780778322948,491,10716.0,1029
7515,3.84,9780316969680,358,717.0,57
7520,4.17,9781416516316,367,15270.0,485
7524,3.6,9781560066231,112,5.0,1
7526,4.18,9780393061239,304,24677.0,1924
7527,4.08,9780393315707,468,1093.0,77
7529,3.97,9780812969009,228,9648.0,587
7530,3.98,9780375760921,257,8009.0,455
7531,3.88,9780375760914,225,16133.0,1099
7533,3.92,9780812969016,223,10040.0,439
7534,3.55,9781400065011,320,36.0,8
7536,3.88,9783404149476,254,2.0,1
7543,4.21,9780425099995,176,1332.0,64
7549,4.09,9781594972072,380,12.0,1
7551,4.35,9781897299029,64,772.0,21
7552,4.31,9780375422959,108,2786.0,77
7554,4.17,9781896597669,208,504.0,23
7556,4.09,9780224072656,69,1411.0,32
7559,3.77,9780143039426,155,1929.0,193
7572,3.76,9781842430248,366,44664.0,1483
7577,3.76,9780571169207,199,97.0,2
7579,4.19,9780767901574,432,12034.0,285
7580,4.14,9781400064700,232,3187.0,267
7581,4.31,645241001173,438,5495.0,295
7582,3.93,9780609804247,397,317.0,32
7584,4.33,9780849911880,306,2068.0,63
7585,3.8,9781557832450,126,3378.0,137
7586,3.99,9781573226325,384,64.0,8
7588,3.61,9780142437346,329,108179.0,3536
7590,3.61,9780393926798,490,359.0,35
7591,3.61,9789626343661,368,27.0,8
7592,3.61,9780451530158,256,419.0,46
7596,3.94,9780440419174,144,220.0,38
7598,4.11,9781570421129,0,75.0,2
7599,4.07,9780061120091,448,1608.0,212
7600,4.07,9781857152234,416,376.0,53
7603,3.61,9780812971064,356,106493.0,6561
7606,4.28,9780679727293,457,2965.0,358
7608,3.89,9780739322062,12,787.0,239
7609,3.97,9780439269681,40,34.0,5
7610,3.61,9780007178483,343,325.0,56
7611,3.79,9780060786809,368,205.0,27
7613,3.93,9780452284241,122,2111750.0,29677
7615,3.86,9780394862545,28,35.0,4
7624,3.68,9780140283334,182,2036679.0,26199
7633,4.11,9780141184289,752,91.0,10
7637,3.72,9781593082680,256,264.0,35
7656,3.99,9788445074879,186,5733.0,606
7661,3.5,9780060872984,431,59354.0,2540
7662,4.06,9780517084793,688,1004.0,31
7663,3.72,9780451210630,416,17135.0,654
7664,3.99,9780517101353,720,960.0,27
7665,3.95,9780060509057,400,7084.0,514
7668,3.63,9780606298230,399,42645.0,717
7670,3.89,9780060541811,327,202043.0,2850
7672,3.59,9780060541835,442,144636.0,1546
7673,3.67,9780060891565,304,28367.0,1096
7674,4.16,9780739340332,0,267.0,7
7677,4.02,9780307348135,480,451443.0,3647
7679,3.36,9780060092573,266,21457.0,576
7681,3.48,9780345354648,204,4828.0,97
7684,3.63,9780345409706,182,18.0,1
7687,3.97,9780192839190,384,366.0,21
7694,3.5,9780131538412,736,231.0,16
7695,4.22,9780060915438,76,3722.0,339
7697,3.82,9780743284790,432,546.0,53
7700,3.94,9780393977530,551,125.0,6
7707,4.26,9780451530097,240,14962.0,61
7708,3.67,9780394604800,479,11.0,5
7714,3.9,9780486282220,82,76944.0,1636
7716,3.9,9780140437942,336,265.0,10
7717,3.79,9781400047956,78,181.0,26
7718,3.79,9781400052998,80,3192.0,307
7721,3.81,9780393967975,232,663.0,48
7723,4.03,9781593080297,224,38114.0,793
7724,4.03,9780486290300,88,2474.0,126
7731,3.76,9780231118958,118,433.0,20
7733,3.57,9780141439495,306,194738.0,3485
7734,3.57,9780192805348,422,258.0,21
7737,3.57,9781400102723,0,4.0,1
7739,3.35,9780794503291,64,13.0,3
7740,3.97,9781402726620,160,933.0,26
7741,3.57,9781844560349,3,8.0,0
7742,4.03,9780060838744,704,40049.0,2391
7747,4.08,9780007204496,230,3472.0,251
7748,4.12,9780446698221,481,17227.0,662
7749,4.08,9780446313933,208,274.0,28
7752,4.08,9780684873169,784,3787.0,84
7757,3.67,9780822013549,72,3.0,0
7763,3.92,9780143038092,288,565524.0,7255
7769,4.08,9780679882817,21,27139.0,731
7772,4.17,9780394800912,58,8967.0,351
7775,4.13,9780394800769,64,4344.0,262
7777,4.06,9780394800837,64,4560.0,253
7778,4.17,9780679891116,61,289.0,4
7779,4.18,9780679800033,64,89920.0,1207
7781,4.04,9780394844848,56,13097.0,324
7783,4.01,9780007175222,36,5868.0,162
7784,4.35,9780679889106,72,260054.0,3532
7785,4.2,9780007158515,48,16917.0,444
7786,4.18,9781930332355,64,29.0,4
7788,4.42,9780807218730,61,50844.0,160
7789,3.87,9780679867128,56,3196.0,137
7791,4.16,9781565847040,272,1282.0,102
7793,4.08,9780375834967,64,8.0,0
7796,4.17,9780865164710,75,63.0,9
7797,4.12,9780007169979,62,31251.0,494
7803,3.95,9780062516596,262,1844.0,220
7805,4.15,9780141185262,246,32544.0,1610
7806,4.22,9780691089577,320,172.0,22
7807,4.41,9781883011192,916,547.0,39
7811,3.67,9780747553465,275,30.0,3
7815,3.89,9781400078431,227,120758.0,8711
7821,4.01,9780940322783,224,269.0,26
7830,3.83,9780679745396,320,1205.0,100
7838,3.89,9788520918869,224,82.0,9
7841,4.35,9780740720123,130,68.0,1
7842,4.01,9780740721946,128,416.0,11
7845,3.5,9780140620627,536,701.0,78
7847,3.5,9780142000083,625,1022.0,165
7848,3.5,9780679783275,896,557.0,87
7849,3.5,9780810119116,573,106.0,19
7850,3.88,9780385492164,192,6591.0,661
7855,3.92,9781844670222,228,1727.0,173
7859,4.11,9781859843826,474,1021.0,101
7861,4.08,9781931859356,240,237.0,22
7865,4.0,9780743265690,256,709.0,49
7869,4.02,9780752864327,566,368195.0,3556
7881,4.22,9780140307375,144,11.0,1
7890,4.31,9780064405447,260,4169.0,155
7891,4.14,9780064405454,321,4747.0,148
7894,4.18,9780064400992,192,7809.0,186
7895,4.29,9780971316829,325,58.0,8
7896,3.69,9780873512695,342,184.0,30
7898,4.31,9780064405461,336,4586.0,119
7901,4.17,9780064405478,320,4839.0,126
7905,4.21,9780690134490,180,70.0,7
7906,4.23,9780064408585,304,2722.0,151
7909,4.07,9780064400961,144,20976.0,935
7911,4.03,9781416916178,352,22023.0,395
7914,3.92,9780440400356,320,243.0,7
7924,4.28,9780929093093,160,5702.0,65
7926,4.22,9780385732956,188,21620.0,836
7938,4.15,9780020419709,178,182.0,37
7946,4.09,9780688320140,192,43.0,3
7955,3.43,9780765316110,352,8577.0,756
7956,3.9,9780765309044,288,6234.0,337
7957,3.84,9780765347985,212,10475.0,496
7958,3.88,9780765341174,341,9828.0,1004
7959,3.85,9780765341297,368,5618.0,514
7960,3.9,9780898794168,140,475.0,66
7961,3.54,9780312876067,608,2436.0,268
7965,3.39,9780061093999,430,2707.0,167
7966,3.84,9780765341280,416,7487.0,617
7967,4.07,9780812550757,382,190379.0,6637
7968,3.79,9780812524260,311,18228.0,427
7971,3.58,9780812532616,352,10268.0,164
7972,3.95,9781593974800,13,109.0,19
7973,3.9,9780345482402,422,23534.0,2199
7974,4.13,9780399245497,356,2288.0,69
7975,4.12,9780399242083,341,134.0,11
7983,4.07,9780142501528,400,26237.0,240
7987,4.0,9780142501092,374,14205.0,144
7996,4.12,9781862301382,352,88167.0,2604
7997,3.98,9780142501184,356,8025.0,261
7998,3.92,9780142401422,368,17597.0,188
8001,3.99,9780142402481,389,10830.0,119
8004,4.13,9780142401989,72,2353.0,43
8012,3.95,9780843174205,32,614.0,29
8013,3.65,9780843121100,40,202.0,17
8014,4.03,9780843178388,32,1701.0,74
8019,4.02,9780843121315,32,207.0,11
8021,3.82,9780843175042,32,291.0,21
8023,3.98,9781405211994,36,1.0,0
8032,3.82,9780843124927,32,87.0,12
8044,4.12,9780679801245,32,6.0,0
8048,4.67,9780679801153,32,2.0,0
8051,4.33,9780679801252,32,3.0,0
8053,4.33,9780679801269,32,3.0,0
8060,3.77,9782010189142,36,1.0,0
8062,4.37,9780385074575,158,57.0,9
8073,4.16,9780689707490,32,124141.0,2038
8074,3.8,9780689305641,32,4.0,1
8077,4.11,9781595191359,32,0.0,0
8084,4.05,9780060753108,325,3258.0,478
8086,4.39,9780142302330,1008,527.0,12
8087,3.89,9780441012398,384,17485.0,1021
8088,3.85,9780515138818,405,31047.0,3519
8089,3.77,9780441005833,304,17168.0,997
8091,3.68,9780698119604,224,7941.0,419
8093,3.36,9780152000172,64,1036.0,78
8127,4.25,9780451528827,320,625759.0,13883
8134,4.25,9781419326967,9,69.0,17
8137,3.84,9780553560688,403,3106.0,115
8141,4.23,9780448400631,315,85.0,12
8146,4.3,9780679729976,685,5889.0,183
8147,4.0,9780141185873,406,2334.0,109
8148,4.34,9780156027755,385,1606.0,83
8149,4.36,9781883011185,734,119.0,10
8150,4.33,9780691024714,800,256.0,22
8151,3.97,9780811216746,292,8717.0,477
8153,3.95,9780679727224,256,7305.0,277
8155,4.18,9780312353261,928,34366.0,573
8162,3.63,9780312354602,484,1287.0,104
8174,3.63,9780972167482,429,132.0,27
8178,3.74,9780743471220,326,1246.0,69
8196,4.3,9780060278427,80,746.0,48
8197,3.99,9781400307845,113,108.0,11
8199,3.92,9781400307852,116,94.0,10
8200,4.13,9780060724917,352,686.0,52
8202,4.2,9780060885526,256,4144.0,98
8203,3.84,9780064400817,124,3926.0,119
8204,4.09,9780064461962,160,234.0,18
8205,3.98,9781400307869,128,41.0,2
8206,3.96,9781400082797,276,346.0,31
8213,4.03,9780226505367,248,75.0,12
8214,4.24,9780810117495,304,92.0,9
8218,4.15,9780064407144,321,1480.0,39
8221,4.12,9780380016365,241,5628.0,125
8227,4.28,9780064433730,32,1538.0,59
8228,3.89,9780060565091,3,91.0,13
8230,4.15,9780064406925,32,424.0,25
8233,4.18,9780064434973,40,867.0,31
8244,4.05,9780064409902,176,4799.0,88
8246,3.99,9780385325332,39,143.0,18
8247,3.7,9781558491229,304,35.0,5
8249,4.19,9780060565084,7,105.0,12
8252,4.07,9780060885380,357,45778.0,1286
8253,4.19,9780060885434,374,71853.0,646
8254,4.21,9780064420815,80,66.0,7
8255,4.03,9780064462044,64,59.0,6
8256,4.2,9780064434874,32,2142.0,72
8282,4.14,9780060885427,422,67427.0,1048
8285,4.14,9780064434942,40,453.0,17
8290,4.17,9780064434980,32,324.0,23
8296,3.89,9780060885458,126,28259.0,533
8298,4.15,9780064460903,256,3375.0,91
8322,4.19,9780060885397,309,635.0,30
8335,3.96,9780064401586,118,192.0,32
8337,4.18,9780060885373,198,201840.0,3463
8359,3.85,9780789422132,64,8.0,2
8362,4.51,9780756616342,624,570.0,17
8370,4.32,9780786864027,192,34.0,2
8373,3.69,9789707705739,256,16.0,4
8417,4.02,9780789458209,64,5.0,0
8428,4.5,9780783548814,64,4.0,0
8486,3.27,9780375875267,289,621.0,82
8489,4.08,9780060598976,256,1896.0,202
8492,3.94,9781581345261,416,12789.0,221
8494,4.21,9780922729364,100,55.0,6
8495,4.31,9780385410786,64,125.0,22
8499,4.12,9781857151374,848,47.0,6
8500,4.12,9780099744214,880,333.0,27
8501,3.84,9780807011010,231,129.0,7
8506,4.01,9780195181302,253,4245.0,133
8508,3.82,9781557091840,103,1038.0,100
8510,4.07,9780448431451,103,692.0,80
8515,4.12,9780345427052,352,9963.0,206
8520,3.87,9780399154003,308,4119.0,252
8522,4.0,9780425194980,292,3062.0,94
8523,3.94,9780425201916,256,2538.0,63
8525,3.97,9780425194973,277,4964.0,124
8528,3.98,9780425210765,304,2400.0,93
8529,4.07,9780425206959,304,4675.0,129
8532,3.99,9780425199381,341,3461.0,133
8533,3.82,9780425196731,288,2215.0,60
8536,4.0,9780425208854,304,2910.0,84
8537,4.04,9780515123463,320,3581.0,113
8538,4.05,9780425199930,320,3758.0,128
8540,3.89,9780425199169,288,4600.0,113
8541,4.05,9780425208465,320,3513.0,143
8542,3.9,9780425197455,320,3490.0,177
8544,3.83,9780425199831,272,2004.0,54
8545,3.91,9780425196748,352,2935.0,154
8546,3.73,9780425194997,304,2053.0,85
8548,3.96,9780449221396,384,2635.0,107
8551,3.97,9780515125603,276,2587.0,89
8552,4.04,9780425202883,288,5043.0,121
8557,4.01,9780425207185,384,3786.0,134
8559,3.96,9780425197059,272,96.0,4
8568,4.06,9780425198001,288,3749.0,130
8572,4.06,9780718132385,288,3092.0,132
8574,4.1,9780425203545,304,5108.0,143
8581,3.59,9780449213308,468,82.0,2
8582,3.79,9780449220498,221,64.0,3
8583,4.09,9780399143069,707,32.0,0
8586,4.06,9780515125511,277,56.0,4
8598,4.15,9780399244919,32,1371.0,205
8601,3.33,9781861979339,214,204.0,30
8614,4.25,9780778801467,606,155.0,16
8627,4.1,9780393325171,459,541.0,95
8628,3.97,9780393325539,168,96.0,13
8630,4.32,9780786177837,10,3659.0,80
8632,3.8,9780060584085,372,799.0,31
8643,3.77,9780415936842,278,26.0,0
8645,3.57,9781582432908,436,1818.0,89
8646,3.88,9780385337632,324,14109.0,1591
8648,3.79,9780312861872,592,119937.0,3139
8656,4.01,9780786712342,320,148.0,6
8660,3.92,9780142002728,224,18.0,4
8661,4.33,9788497643658,192,116.0,11
8675,3.55,9780553383539,272,5768.0,262
8676,4.23,9780684845777,448,25135.0,420
8677,4.33,9780721601946,432,55.0,6
8680,4.03,9780553379334,445,24792.0,1139
8682,4.25,9781842430354,342,54516.0,2721
8694,4.2,9780345418906,224,166574.0,2192
8698,4.09,9780330491235,167,93997.0,1394
8703,4.22,9780739332078,6,493.0,95
8704,3.6,9782290053652,189,8790.0,152
8706,4.22,9780330491198,180,3115.0,306
8710,4.35,9780517599242,96,294.0,19
8712,4.27,9782864603498,108,2122.0,86
8713,3.7,9780385517218,277,621.0,90
8714,3.77,9781594865671,328,5783.0,433
8715,3.99,9780140260892,448,1485.0,94
8716,4.21,9780375708763,672,7326.0,430
8722,4.07,9780375708732,430,7265.0,526
8725,4.04,9780375758737,302,17939.0,947
8726,4.04,9780965193771,299,15.0,3
8737,4.16,9780684852560,506,8966.0,454
8738,3.59,9780373692286,207,112.0,5
8741,4.01,9780312936914,496,4991.0,271
